hp_id,symbol,security_id,fill_date,fill_close,prev_date,prev_close,prev_source,next_date,next_close,next_source,vs_ref_pct,neighbors_consistent,ca_adj_confirmed,ca_note,post_fill_cas
461939,RELIANCE,1,2019-08-15,633.0,2019-08-14,1288.25,upload,2019-08-16,1278.0,upload,-50.67,True,True,CONFIRMED adjusted: fill≈ref×0.5 from BONUS 1@2024-10-28,BONUS 1@2024-10-28
461940,RELIANCE,1,2021-03-11,1068.8,2021-03-10,2181.95,upload,2021-03-12,2137.6,upload,-50.51,True,True,CONFIRMED adjusted: fill≈ref×0.5 from BONUS 1@2024-10-28,BONUS 1@2024-10-28
462332,RENUKA,1544,2023-01-05,56.9,,,,2025-10-28,29.29,cron,94.26,True,False,no post-fill dilutive CA on file,
462333,RENUKA,1544,2023-10-12,53.75,,,,2025-10-28,29.29,cron,83.51,True,False,no post-fill dilutive CA on file,
462336,RHFL,1551,2025-06-16,7.46,2025-06-04,5.82,upload,2025-09-09,4.7,upload,41.83,True,False,no post-fill dilutive CA on file,
462346,RVNL,1595,2023-01-05,72.05,,,,2025-10-28,327.65,cron,-78.01,True,True,LIKELY adjusted (implied factor≈4.55) but no matching SPLIT/BONUS in corporate_actions,
462347,RVNL,1595,2023-10-23,157.75,,,,2025-10-28,327.65,cron,-51.85,True,True,LIKELY adjusted (implied factor≈2.08) but no matching SPLIT/BONUS in corporate_actions,
462351,SOLARINDS,1755,2023-01-05,4406.45,,,,2025-10-28,13888.0,cron,-68.27,True,False,no post-fill dilutive CA on file,
462352,SOLARINDS,1755,2024-05-22,9945.9,,,,2025-10-28,13888.0,cron,-28.38,True,True,LIKELY adjusted (implied factor≈1.4) but no matching SPLIT/BONUS in corporate_actions,
462357,SYNGENE,1855,2019-06-11,334.8,,,,2025-01-15,820.35,upload,-59.19,True,True,LIKELY adjusted (implied factor≈2.45) but no matching SPLIT/BONUS in corporate_actions,
462358,SYNGENE,1855,2019-08-19,307.15,,,,2025-01-15,820.35,upload,-62.56,True,True,LIKELY adjusted (implied factor≈2.67) but no matching SPLIT/BONUS in corporate_actions,
462359,SYNGENE,1855,2019-10-01,307.7,,,,2025-01-15,820.35,upload,-62.49,True,True,LIKELY adjusted (implied factor≈2.67) but no matching SPLIT/BONUS in corporate_actions,
462360,SYNGENE,1855,2019-11-19,325.6,,,,2025-01-15,820.35,upload,-60.31,True,True,LIKELY adjusted (implied factor≈2.52) but no matching SPLIT/BONUS in corporate_actions,
462361,SYNGENE,1855,2019-12-10,302.2,,,,2025-01-15,820.35,upload,-63.16,True,True,LIKELY adjusted (implied factor≈2.71) but no matching SPLIT/BONUS in corporate_actions,
462362,SYNGENE,1855,2020-01-09,309.45,,,,2025-01-15,820.35,upload,-62.28,True,True,LIKELY adjusted (implied factor≈2.65) but no matching SPLIT/BONUS in corporate_actions,
462363,SYNGENE,1855,2020-02-26,306.9,,,,2025-01-15,820.35,upload,-62.59,True,True,LIKELY adjusted (implied factor≈2.67) but no matching SPLIT/BONUS in corporate_actions,
462364,SYNGENE,1855,2020-08-11,492.15,,,,2025-01-15,820.35,upload,-40.01,True,True,LIKELY adjusted (implied factor≈1.67) but no matching SPLIT/BONUS in corporate_actions,
462365,SYNGENE,1855,2020-09-03,475.2,,,,2025-01-15,820.35,upload,-42.07,True,False,no post-fill dilutive CA on file,
462366,SYNGENE,1855,2021-03-24,522.9,,,,2025-01-15,820.35,upload,-36.26,True,True,LIKELY adjusted (implied factor≈1.57) but no matching SPLIT/BONUS in corporate_actions,
462367,TATACONSUM,1871,2021-05-03,677.1,,,,2025-01-15,955.55,upload,-29.14,True,True,LIKELY adjusted (implied factor≈1.41) but no matching SPLIT/BONUS in corporate_actions,
462371,TATAELXSI,1872,2018-09-06,1352.5,,,,2025-01-15,6115.75,upload,-77.88,True,True,LIKELY adjusted (implied factor≈4.52) but no matching SPLIT/BONUS in corporate_actions,
462372,TATAELXSI,1872,2018-09-17,1365.0,,,,2025-01-15,6115.75,upload,-77.68,True,True,LIKELY adjusted (implied factor≈4.48) but no matching SPLIT/BONUS in corporate_actions,
462373,TATAELXSI,1872,2018-10-22,998.35,,,,2025-01-15,6115.75,upload,-83.68,True,False,no post-fill dilutive CA on file,
462374,TATAELXSI,1872,2018-11-29,1002.45,,,,2025-01-15,6115.75,upload,-83.61,True,False,no post-fill dilutive CA on file,
462375,TATAELXSI,1872,2018-12-05,1043.75,,,,2025-01-15,6115.75,upload,-82.93,True,False,no post-fill dilutive CA on file,
462376,TATAELXSI,1872,2018-12-26,988.6,,,,2025-01-15,6115.75,upload,-83.84,True,False,no post-fill dilutive CA on file,
462377,TATAELXSI,1872,2019-03-06,950.1,,,,2025-01-15,6115.75,upload,-84.46,True,False,no post-fill dilutive CA on file,
462378,TATAELXSI,1872,2019-03-12,959.7,,,,2025-01-15,6115.75,upload,-84.31,True,False,no post-fill dilutive CA on file,
462379,TATAELXSI,1872,2019-04-15,991.85,,,,2025-01-15,6115.75,upload,-83.78,True,False,no post-fill dilutive CA on file,
462380,TATAELXSI,1872,2019-07-08,856.9,,,,2025-01-15,6115.75,upload,-85.99,True,False,no post-fill dilutive CA on file,
462381,TATAELXSI,1872,2019-11-25,798.3,,,,2025-01-15,6115.75,upload,-86.95,True,False,no post-fill dilutive CA on file,
462382,TATAELXSI,1872,2020-01-01,827.85,,,,2025-01-15,6115.75,upload,-86.46,True,False,no post-fill dilutive CA on file,
462383,TATAELXSI,1872,2020-01-08,821.35,,,,2025-01-15,6115.75,upload,-86.57,True,False,no post-fill dilutive CA on file,
462384,TATAELXSI,1872,2020-03-16,770.7,,,,2025-01-15,6115.75,upload,-87.4,True,False,no post-fill dilutive CA on file,
462385,TATAELXSI,1872,2020-04-27,829.15,,,,2025-01-15,6115.75,upload,-86.44,True,False,no post-fill dilutive CA on file,
462389,TCS,1885,2016-11-14,1060.65,2016-11-11,2101.15,upload,2016-11-15,2121.3,upload,-49.76,True,True,CONFIRMED adjusted: fill≈ref×0.5 from BONUS 1@2018-05-31,BONUS 1@2018-05-31
462398,TEJASNET,1893,2021-04-01,166.85,,,,2025-10-28,544.05,cron,-69.33,True,False,no post-fill dilutive CA on file,
462399,TEJASNET,1893,2021-04-27,191.2,,,,2025-10-28,544.05,cron,-64.86,True,False,no post-fill dilutive CA on file,
462402,TEJASNET,1893,2023-08-16,843.0,,,,2025-10-28,544.05,cron,54.95,True,False,no post-fill dilutive CA on file,
462403,TEJASNET,1893,2023-12-06,818.25,,,,2025-10-28,544.05,cron,50.4,True,False,no post-fill dilutive CA on file,
462404,THERMAX,1906,2016-02-09,800.25,,,,2025-01-15,4014.9,upload,-80.07,True,True,LIKELY adjusted (implied factor≈5.02) but no matching SPLIT/BONUS in corporate_actions,
462405,THERMAX,1906,2016-09-27,867.35,,,,2025-01-15,4014.9,upload,-78.4,True,True,LIKELY adjusted (implied factor≈4.63) but no matching SPLIT/BONUS in corporate_actions,
462406,THERMAX,1906,2016-10-04,889.65,,,,2025-01-15,4014.9,upload,-77.84,True,True,LIKELY adjusted (implied factor≈4.51) but no matching SPLIT/BONUS in corporate_actions,
462407,THERMAX,1906,2016-10-17,880.6,,,,2025-01-15,4014.9,upload,-78.07,True,True,LIKELY adjusted (implied factor≈4.56) but no matching SPLIT/BONUS in corporate_actions,
462408,THERMAX,1906,2016-11-18,833.25,,,,2025-01-15,4014.9,upload,-79.25,True,True,LIKELY adjusted (implied factor≈4.82) but no matching SPLIT/BONUS in corporate_actions,
462409,THERMAX,1906,2016-12-02,829.6,,,,2025-01-15,4014.9,upload,-79.34,True,True,LIKELY adjusted (implied factor≈4.84) but no matching SPLIT/BONUS in corporate_actions,
462410,THERMAX,1906,2017-04-10,986.6,,,,2025-01-15,4014.9,upload,-75.43,True,True,LIKELY adjusted (implied factor≈4.07) but no matching SPLIT/BONUS in corporate_actions,
462411,THERMAX,1906,2017-06-12,952.6,,,,2025-01-15,4014.9,upload,-76.27,True,True,LIKELY adjusted (implied factor≈4.21) but no matching SPLIT/BONUS in corporate_actions,
462412,THERMAX,1906,2017-08-16,882.5,,,,2025-01-15,4014.9,upload,-78.02,True,True,LIKELY adjusted (implied factor≈4.55) but no matching SPLIT/BONUS in corporate_actions,
462413,THERMAX,1906,2017-08-28,897.6,,,,2025-01-15,4014.9,upload,-77.64,True,True,LIKELY adjusted (implied factor≈4.47) but no matching SPLIT/BONUS in corporate_actions,
462414,THERMAX,1906,2018-03-21,1153.95,,,,2025-01-15,4014.9,upload,-71.26,True,False,no post-fill dilutive CA on file,
462415,THERMAX,1906,2018-10-04,920.6,,,,2025-01-15,4014.9,upload,-77.07,True,True,LIKELY adjusted (implied factor≈4.36) but no matching SPLIT/BONUS in corporate_actions,
462416,THERMAX,1906,2018-10-09,890.0,,,,2025-01-15,4014.9,upload,-77.83,True,True,LIKELY adjusted (implied factor≈4.51) but no matching SPLIT/BONUS in corporate_actions,
462417,THERMAX,1906,2018-10-10,894.2,,,,2025-01-15,4014.9,upload,-77.73,True,True,LIKELY adjusted (implied factor≈4.49) but no matching SPLIT/BONUS in corporate_actions,
462418,THERMAX,1906,2018-10-22,978.25,,,,2025-01-15,4014.9,upload,-75.63,True,True,LIKELY adjusted (implied factor≈4.1) but no matching SPLIT/BONUS in corporate_actions,
462419,THERMAX,1906,2020-10-06,717.85,,,,2025-01-15,4014.9,upload,-82.12,True,True,LIKELY adjusted (implied factor≈5.59) but no matching SPLIT/BONUS in corporate_actions,
462420,THERMAX,1906,2023-06-08,2327.55,,,,2025-01-15,4014.9,upload,-42.03,True,False,no post-fill dilutive CA on file,
462421,THERMAX,1906,2023-06-16,2392.65,,,,2025-01-15,4014.9,upload,-40.41,True,True,LIKELY adjusted (implied factor≈1.68) but no matching SPLIT/BONUS in corporate_actions,
462422,THERMAX,1906,2023-07-21,2469.75,,,,2025-01-15,4014.9,upload,-38.49,True,True,LIKELY adjusted (implied factor≈1.63) but no matching SPLIT/BONUS in corporate_actions,
462477,TMPV,2142,2019-05-01,125.49,2019-04-30,214.3,upload,2019-05-02,207.3,upload,-40.47,True,True,LIKELY adjusted (implied factor≈1.68) but no matching SPLIT/BONUS in corporate_actions,
462429,TRIDENT,1946,2024-04-24,39.9,,,,2025-10-28,28.59,cron,39.56,True,False,no post-fill dilutive CA on file,
462430,TRIDENT,1946,2024-05-22,38.1,,,,2025-10-28,28.59,cron,33.26,True,False,no post-fill dilutive CA on file,
462431,UNITECH,1987,2025-06-16,9.25,,,,2025-10-07,7.39,upload,25.17,True,False,no post-fill dilutive CA on file,
462435,ZYDUSWELL,2122,2017-05-01,173.56,2017-04-28,867.35,upload,2017-05-02,867.8,upload,-79.99,True,True,CONFIRMED adjusted: fill≈ref×0.2 from SPLIT 5:1@2025-09-18,SPLIT 5:1@2025-09-18
